   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time
 697,              ,                ,               ,      6742,        3825,       5707,      5720,           0,       5217,              ,                ,               
 698,              ,                ,               ,      6722,        4278,      11774,      5758,           0,       8963,              ,                ,               
 699,              ,                ,               ,      6344,        3702,       7280,      5737,           0,       8338,              ,                ,               
 700,              ,                ,               ,      6536,        4223,       5784,      5765,           0,       4689,              ,                ,               
 701,              ,                ,               ,      7147,        4890,       5991,      5769,           0,       4598,              ,                ,               
 702,              ,                ,               ,      6202,        3505,       4261,      5774,           0,       4843,              ,                ,               
 703,              ,                ,               ,      6794,        4224,       4569,      5794,           0,       4031,              ,                ,               
 704,              ,                ,               ,      6638,        3879,       4534,      5801,           0,       4065,              ,                ,               
 705,              ,                ,               ,      6699,        3620,       4498,      5810,           0,       4750,              ,                ,               
 706,              ,                ,               ,      7118,        3929,       4827,      5812,           0,       4873,              ,                ,               
 707,              ,                ,               ,      7299,        4124,       5434,      5808,           0,       4101,              ,                ,               
 708,              ,                ,               ,      7022,        3374,       4347,      5822,           0,       4355,              ,                ,               
 709,              ,                ,               ,      7907,        4852,       5160,      5828,           0,       4158,              ,                ,               
 710,              ,                ,               ,      8321,        5409,       5523,      5860,           0,       5228,              ,                ,               
 711,              ,                ,               ,      8937,        6002,      12279,      5882,           0,       6098,              ,                ,               
 712,              ,                ,               ,      8927,        5963,       6109,      5892,           0,       8545,              ,                ,               
 713,              ,                ,               ,      9587,        6649,       6854,      5898,           0,       5454,              ,                ,               
 714,              ,                ,               ,      6877,        3973,       5540,      5904,           0,       4746,              ,                ,               
 715,              ,                ,               ,      7388,        3679,       5283,      5909,           0,       4331,              ,                ,               
 716,              ,                ,               ,      6849,        3472,       4647,      5903,           0,       4192,              ,                ,               
 717,              ,                ,               ,      8333,        4007,       5348,      5912,           0,       4695,              ,                ,               
 718,              ,                ,               ,      7524,        4271,       5047,      5920,           0,       4573,              ,                ,               
 719,              ,                ,               ,      7296,        4185,       5128,      5934,           0,       4642,              ,                ,               
 720,              ,                ,               ,      7781,        3535,       4756,      5948,           0,       4776,              ,                ,               
 721,              ,                ,               ,      8534,        4904,       5398,      5953,           0,       4385,              ,                ,               
 722,              ,                ,               ,      7423,        4023,       5140,      5967,           0,       4589,              ,                ,               
 723,              ,                ,               ,      7125,        4163,       5900,      5984,           0,       4382,              ,                ,               
 724,              ,                ,               ,      6869,        4104,       7013,      5961,           0,       4440,              ,                ,               
 725,              ,                ,               ,      7620,        4403,       4964,      5989,           0,       5010,              ,                ,               
 726,              ,                ,               ,      7708,        4336,       5460,      6008,           0,       4506,              ,                ,               
 727,              ,                ,               ,      8054,        4989,       7389,      6005,           0,       6308,              ,                ,               
 728,              ,                ,               ,      8083,        4554,       6743,      6017,           0,       5400,              ,                ,               
 729,              ,                ,               ,      7174,        4265,       4988,      6030,           0,       6886,              ,                ,               
 730,              ,                ,               ,      7082,        3637,       5849,      6038,           0,       4734,              ,                ,               
 731,              ,                ,               ,      7434,        4127,       4548,      6041,           0,       5092,              ,                ,               
 732,              ,                ,               ,      7560,        3676,       4969,      6045,           0,       4344,              ,                ,               
 733,              ,                ,               ,      7959,        4742,       6016,      6059,           0,       4755,              ,                ,               
 734,              ,                ,               ,      7884,        4793,       5113,      6075,           0,       6144,              ,                ,               
 735,              ,                ,               ,      7399,        4156,       6444,      6081,           0,       5519,              ,                ,               
 736,              ,                ,               ,      7705,        3637,       5886,      6084,           0,       4300,              ,                ,               
 737,              ,                ,               ,      8078,        4065,       5943,      6095,           0,       4829,              ,                ,               
 738,              ,                ,               ,      7975,        4391,       5013,      6095,           0,       4304,              ,                ,               
 739,              ,                ,               ,      7791,        4616,       5226,      6110,           0,       4507,              ,                ,               
 740,              ,                ,               ,      7826,        4133,       4785,      6114,           0,       4590,              ,                ,               
 741,              ,                ,               ,      7408,        3833,       4473,      6153,           0,       4405,              ,                ,               
 742,              ,                ,               ,      7666,        4313,       4829,      6146,           0,       4276,              ,                ,               
 743,              ,                ,               ,      7528,        4320,       4714,      6139,           0,       4273,              ,                ,               
 744,              ,                ,               ,      8707,        4685,       5797,      6160,           0,       4476,              ,                ,               
 745,              ,                ,               ,      7147,        4021,       4650,      6177,           0,       4354,              ,                ,               
 746,              ,                ,               ,      7950,        4664,       5268,      6197,           0,       4309,              ,                ,               
 747,              ,                ,               ,      7589,        4481,       5151,      6186,           0,       4508,              ,                ,               
 748,              ,                ,               ,      8011,        4309,       4893,      6203,           0,       4756,              ,                ,               
 749,              ,                ,               ,      7190,        4117,       4567,      6208,           0,       4433,              ,                ,               
 750,              ,                ,               ,      7363,        4222,       4968,      6239,           0,       4472,              ,                ,               
 751,              ,                ,               ,      7818,        4088,       4683,      6236,           0,       4791,              ,                ,               
 752,              ,                ,               ,      7553,        4572,       5102,      6249,           0,       4384,              ,                ,               
 753,              ,                ,               ,      7413,        4173,       5032,      6262,           0,       4358,              ,                ,               
 754,              ,                ,               ,      7600,        4769,       5087,      6259,           0,       4776,              ,                ,               
 755,              ,                ,               ,      7510,        4361,       4846,      6241,           0,       4503,              ,                ,               
 756,              ,                ,               ,      8134,        4850,       8757,      6274,           0,      11908,              ,                ,               
 757,              ,                ,               ,      7727,        4439,      10288,      6282,           0,       7688,              ,                ,               
 758,              ,                ,               ,      7209,        4555,       7853,      6295,           0,       6117,              ,                ,               
 759,              ,                ,               ,      7860,        5045,       7869,      6324,           0,       5289,              ,                ,               
 760,              ,                ,               ,      7824,        3931,       7046,      6331,           0,       5403,              ,                ,               
 761,              ,                ,               ,      8221,        4769,       6861,      6331,           0,       7194,              ,                ,               
 762,              ,                ,               ,      8849,        5458,       7337,      6334,           0,       6177,              ,                ,               
 763,              ,                ,               ,      8246,        4691,       5459,      6349,           0,       6752,              ,                ,               
 764,              ,                ,               ,      8172,        4622,       6455,      6347,           0,       6113,              ,                ,               
 765,              ,                ,               ,      8000,        5005,       7641,      6368,           0,       5261,              ,                ,               
 766,              ,                ,               ,      7997,        4535,       8172,      6372,           0,       5312,              ,                ,               
 767,              ,                ,               ,      7562,        3933,       5086,      6373,           0,       7389,              ,                ,               
 768,              ,                ,               ,      7690,        4100,       5712,      6382,           0,       7122,              ,                ,               
 769,              ,                ,               ,      7632,        4534,       5804,      6393,           0,       5642,              ,                ,               
 770,              ,                ,               ,      8067,        3975,       7048,      6415,           0,       4988,              ,                ,               
 771,              ,                ,               ,      8714,        3673,       8219,      6434,           0,       4923,              ,                ,               
 772,              ,                ,               ,      8208,        4550,       6413,      6433,           0,       6659,              ,                ,               
 773,              ,                ,               ,      8201,        4586,       6139,      6453,           0,       7246,              ,                ,               
 774,              ,                ,               ,      8067,        4524,       5238,      6464,           0,       6128,              ,                ,               
 775,              ,                ,               ,      8395,        5153,       6927,      6474,           0,       5773,              ,                ,               
 776,              ,                ,               ,      7802,        4872,       7634,      6482,           0,       5395,              ,                ,               
 777,              ,                ,               ,      7718,        4769,       7571,      6496,           0,       5277,              ,                ,               
 778,              ,                ,               ,      7441,        4217,       5510,      6480,           0,       6191,              ,                ,               
 779,              ,                ,               ,      8351,        5093,       6297,      6487,           0,       7979,              ,                ,               
 780,              ,                ,               ,      7604,        4364,       5516,      6506,           0,       8170,              ,                ,               
 781,              ,                ,               ,      7704,        4089,       5211,      6527,           0,       5772,              ,                ,               
 782,              ,                ,               ,      7739,        4654,       7190,      6539,           0,       4688,              ,                ,               
 783,              ,                ,               ,      7904,        5120,       7008,      6534,           0,       6013,              ,                ,               
 784,              ,                ,               ,      8311,        5567,       6848,      6544,           0,       6710,              ,                ,               
 785,              ,                ,               ,      7657,        5131,       5993,      6553,           0,       6855,              ,                ,               
 786,              ,                ,               ,      8119,        5422,       6886,      6573,           0,       6656,              ,                ,               
 787,              ,                ,               ,      7944,        5374,       6479,      6587,           0,       5183,              ,                ,               
 788,              ,                ,               ,      8226,        4790,       7492,      6600,           0,       5507,              ,                ,               
 789,              ,                ,               ,      7457,        4776,       7410,      6601,           0,       5544,              ,                ,               
 790,              ,                ,               ,      7690,        4210,       5732,      6619,           0,       6834,              ,                ,               
 791,              ,                ,               ,      7749,        4239,       5028,      6636,           0,       7288,              ,                ,               
 792,              ,                ,               ,      7538,        4121,       5297,      6643,           0,       5673,              ,                ,               
 793,              ,                ,               ,      8014,        4735,       7117,      6660,           0,       5610,              ,                ,               
 794,              ,                ,               ,      8056,        4637,       7288,      6660,           0,       4997,              ,                ,               
 795,              ,                ,               ,      7820,        4992,       7966,      6661,           0,       4731,              ,                ,               
 796,              ,                ,               ,      7961,        5211,       6034,      6666,           0,       5448,              ,                ,               
 797,              ,                ,               ,      8538,        5020,       5389,      6671,           0,       5285,              ,                ,               
 798,              ,                ,               ,      7829,        4432,       5115,      6724,           0,       5030,              ,                ,               
 799,              ,                ,               ,      8287,        4785,       5255,      6716,           0,       5414,              ,                ,               
 800,              ,                ,               ,      7869,        4800,       5221,      6728,           0,       4677,              ,                ,               
 801,              ,                ,               ,      8147,        4513,       5715,      6732,           0,       5008,              ,                ,               
 802,              ,                ,               ,      7746,        4259,       4748,      6724,           0,       4728,              ,                ,               
 803,              ,                ,               ,      8232,        5104,       5362,      6745,           0,       5110,              ,                ,               
 804,              ,                ,               ,      9161,        4945,       5582,      6739,           0,       5030,              ,                ,               
 805,              ,                ,               ,      7871,        4446,       5290,      6744,           0,       5062,              ,                ,               
 806,              ,                ,               ,      8436,        4813,       5311,      6777,           0,       5003,              ,                ,               
 807,              ,                ,               ,      8701,        5152,       5801,      6783,           0,       4711,              ,                ,               
 808,              ,                ,               ,      7986,        5099,       5486,      6782,           0,       5021,              ,                ,               
 809,              ,                ,               ,      8105,        5285,       5637,      6807,           0,       4723,              ,                ,               
 810,              ,                ,               ,      8203,        5480,       5487,      6827,           0,       5064,              ,                ,               
 811,              ,                ,               ,      8803,        6246,       5901,      6852,           0,       5061,              ,                ,               
 812,              ,                ,               ,      8505,        4937,       5426,      6839,           0,       5042,              ,                ,               
 813,              ,                ,               ,      9791,        5101,       5764,      6847,           0,       4879,              ,                ,               
 814,              ,                ,               ,      9574,        5732,       6026,      6839,           0,       4844,              ,                ,               
 815,              ,                ,               ,      8777,        5021,       5419,      6867,           0,       4809,              ,                ,               
 816,              ,                ,               ,      8338,        5156,       5770,      6868,           0,       4755,              ,                ,               
 817,              ,                ,               ,     10523,        5902,       6648,      6874,           0,       4846,              ,                ,               
 818,              ,                ,               ,      8457,        5011,       5481,      6895,           0,       4888,              ,                ,               
 819,              ,                ,               ,      9244,        4910,       5535,      6904,           0,       5308,              ,                ,               
 820,              ,                ,               ,     10060,        4314,       6044,      6900,           0,       5019,              ,                ,               
 821,              ,                ,               ,      9791,        5000,       5765,      6914,           0,       5355,              ,                ,               
 822,              ,                ,               ,      8972,        5422,       6006,      6957,           0,       5153,              ,                ,               
 823,              ,                ,               ,      9146,        5534,       5753,      6957,           0,       5946,              ,                ,               
 824,              ,                ,               ,      8876,        5299,      10126,      6967,           0,       5368,              ,                ,               
 825,              ,                ,               ,      8772,        4840,       8557,      6976,           0,       5536,              ,                ,               
 826,              ,                ,               ,      8776,        4577,       8322,      6999,           0,       5846,              ,                ,               
 827,              ,                ,               ,      8738,        5316,       9097,      6978,           0,      11034,              ,                ,               
 828,              ,                ,               ,      8741,        4948,       8634,      6993,           0,       5310,              ,                ,               
 829,              ,                ,               ,      8934,        5322,       8993,      7004,           0,       5378,              ,                ,               
 830,              ,                ,               ,      8967,        5640,       8425,      6980,           0,       6027,              ,                ,               
 831,              ,                ,               ,      8855,        5638,       8002,      7010,           0,       6439,              ,                ,               
 832,              ,                ,               ,      9262,        6082,       7886,      7016,           0,       7054,              ,                ,               
 833,              ,                ,               ,      8825,        5381,       5697,      7028,           0,       8436,              ,                ,               
 834,              ,                ,               ,      8621,        4422,       5140,      7059,           0,       8035,              ,                ,               
 835,              ,                ,               ,      9820,        5655,       7463,      7047,           0,       9476,              ,                ,               
 836,              ,                ,               ,      8589,        4231,       5280,      7066,           0,       7861,              ,                ,               
 837,              ,                ,               ,      9514,        5770,       6774,      7085,           0,       7235,              ,                ,               
 838,              ,                ,               ,      8471,        4734,       6959,      7103,           0,       5738,              ,                ,               
 839,              ,                ,               ,      8498,        4604,       8054,      7101,           0,       5529,              ,                ,               
 840,              ,                ,               ,      8379,        4803,       7709,      7107,           0,       5764,              ,                ,               
 841,              ,                ,               ,      8935,        4923,       7765,      7122,           0,       6846,              ,                ,               
 842,              ,                ,               ,      8481,        4819,       6956,      7138,           0,       6845,              ,                ,               
 843,              ,                ,               ,      8544,        5379,       6241,      7145,           0,       8893,              ,                ,               
 844,              ,                ,               ,      9057,        5344,       6677,      7159,           0,       8345,              ,                ,               
 845,              ,                ,               ,      8900,        5827,       7051,      7156,           0,       7852,              ,                ,               
 846,              ,                ,               ,      8771,        4432,       5712,      7154,           0,       8506,              ,                ,               
 847,              ,                ,               ,      9090,        5002,       6038,      7172,           0,       7970,              ,                ,               
 848,              ,                ,               ,      8566,        4822,       7888,      7174,           0,      10266,              ,                ,               
 849,              ,                ,               ,      8516,        4942,       6344,      7190,           0,       7980,              ,                ,               
 850,              ,                ,               ,      8891,        4531,      13083,      7214,           0,       7785,              ,                ,               
 851,              ,                ,               ,      9370,        5439,      11168,      7213,           0,       5548,              ,                ,               
 852,              ,                ,               ,     10113,        6194,       9428,      7232,           0,       5125,              ,                ,               
 853,              ,                ,               ,      9043,        5435,       6847,      7241,           0,       5389,              ,                ,               
 854,              ,                ,               ,     10158,        5817,       6721,      7246,           0,       5154,              ,                ,               
 855,              ,                ,               ,      8862,        4872,       5573,      7279,           0,       5720,              ,                ,               
 856,              ,                ,               ,      9469,        4847,       6011,      7289,           0,       5339,              ,                ,               
 857,              ,                ,               ,      8916,        4620,       5329,      7312,           0,       7005,              ,                ,               
 858,              ,                ,               ,      9514,        5566,       7463,      7286,           0,       8671,              ,                ,               
 859,              ,                ,               ,      9458,        4426,       5758,      7301,           0,       8235,              ,                ,               
 860,              ,                ,               ,      9208,        4858,       5748,      7313,           0,       8685,              ,                ,               
 861,              ,                ,               ,      8506,        4311,       5387,      7293,           0,       7987,              ,                ,               
 862,              ,                ,               ,      8625,        4922,       6253,      7329,           0,       8275,              ,                ,               
 863,              ,                ,               ,      8082,        4526,       5733,      7358,           0,       5288,              ,                ,               
 864,              ,                ,               ,      8733,        5124,       9385,      7388,           0,       5167,              ,                ,               
 865,              ,                ,               ,      8518,        5085,       8433,      7394,           0,       5488,              ,                ,               
 866,              ,                ,               ,      8908,        4533,       6672,      7377,           0,       5477,              ,                ,               
 867,              ,                ,               ,      8641,        5152,       6138,      7385,           0,       7286,              ,                ,               
 868,              ,                ,               ,      8801,        5156,       6056,      7396,           0,       8491,              ,                ,               
 869,              ,                ,               ,      9468,        5960,       6588,      7392,           0,       8430,              ,                ,               
 870,              ,                ,               ,      8285,        4876,       5939,      7409,           0,       8598,              ,                ,               
 871,              ,                ,               ,      8780,        5456,       6296,      7419,           0,       7468,              ,                ,               
 872,              ,                ,               ,      8801,        5464,       6882,      7434,           0,       6181,              ,                ,               
 873,              ,                ,               ,      9231,        5957,       9147,      7441,           0,       5960,              ,                ,               
 874,              ,                ,               ,     10412,        6497,       8960,      7448,           0,       5520,              ,                ,               
 875,              ,                ,               ,      8834,        4646,       8937,      7449,           0,       5486,              ,                ,               
 876,              ,                ,               ,      9381,        5296,      10366,      7458,           0,       6041,              ,                ,               
 877,              ,                ,               ,      9642,        5380,       9156,      7453,           0,       5252,              ,                ,               
 878,              ,                ,               ,      8752,        4910,       7719,      7483,           0,       7127,              ,                ,               
 879,              ,                ,               ,      9000,        4908,       7614,      7506,           0,       5929,              ,                ,               
 880,              ,                ,               ,      8759,        5079,       5601,      7513,           0,       6652,              ,                ,               
 881,              ,                ,               ,      9535,        5896,       6074,      7529,           0,       5613,              ,                ,               
 882,              ,                ,               ,      9824,        5270,       6434,      7526,           0,       5450,              ,                ,               
 883,              ,                ,               ,      9629,        4514,       6026,      7521,           0,       5204,              ,                ,               
 884,              ,                ,               ,      9401,        5388,       6007,      7523,           0,       5581,              ,                ,               
 885,              ,                ,               ,      9533,        4899,       5696,      7548,           0,       5451,              ,                ,               
 886,              ,                ,               ,      9323,        5177,       6029,      7571,           0,       5267,              ,                ,               
 887,              ,                ,               ,      9126,        5200,       6290,      7551,           0,       5228,              ,                ,               
 888,              ,                ,               ,     10343,        5880,       7543,      7578,           0,       5625,              ,                ,               
 889,              ,                ,               ,      9556,        4972,       5809,      7572,           0,       5649,              ,                ,               
 890,              ,                ,               ,      9234,        4669,       5488,      7598,           0,       5347,              ,                ,               
 891,              ,                ,               ,      9551,        5300,       6212,      7609,           0,       5259,              ,                ,               
 892,              ,                ,               ,     10296,        6113,       6793,      7614,           0,       5679,              ,                ,               
 893,              ,                ,               ,     11097,        6928,       7326,      7624,           0,       5769,              ,                ,               
 894,              ,                ,               ,     10315,        6221,       6556,      7625,           0,       5456,              ,                ,               
 895,              ,                ,               ,      9617,        4608,       6092,      7658,           0,       5553,              ,                ,               
 896,              ,                ,               ,      9310,        4866,       6046,      7666,           0,       5297,              ,                ,               
 897,              ,                ,               ,      9745,        4511,       5786,      7675,           0,       5774,              ,                ,               
 898,              ,                ,               ,      9507,        5026,       5745,      7667,           0,       5774,              ,                ,               
 899,              ,                ,               ,     10010,        5618,       6559,      7673,           0,       5342,              ,                ,               
 900,              ,                ,               ,      9308,        4383,       5622,      7690,           0,       5428,              ,                ,               
 901,              ,                ,               ,      8761,        4853,       5784,      7704,           0,       5854,              ,                ,               
 902,              ,                ,               ,      9258,        5575,       5877,      7700,           0,       5751,              ,                ,               
 903,              ,                ,               ,      8954,        4971,       6006,      7697,           0,       5368,              ,                ,               
 904,              ,                ,               ,      9905,        5200,       6766,      7713,           0,       5351,              ,                ,               
 905,              ,                ,               ,      9391,        5367,       6617,      7718,           0,       5833,              ,                ,               
 906,              ,                ,               ,      9691,        4338,       5511,      7740,           0,       5729,              ,                ,               
 907,              ,                ,               ,      9830,        4795,       6227,      7758,           0,       5363,              ,                ,               
 908,              ,                ,               ,      9151,        5463,       6304,      7789,           0,       5460,              ,                ,               
 909,              ,                ,               ,      9479,        5285,       6276,      7793,           0,       5908,              ,                ,               
 910,              ,                ,               ,      9631,        5896,       6531,      7803,           0,       5902,              ,                ,               
 911,              ,                ,               ,      9805,        6052,       6516,      7822,           0,       6413,              ,                ,               
 912,              ,                ,               ,     10466,        6036,       6972,      7829,           0,       6026,              ,                ,               
 913,              ,                ,               ,     10366,        5813,       6422,      7834,           0,       5503,              ,                ,               
 914,              ,                ,               ,     10177,        5216,       6419,      7830,           0,       5858,              ,                ,               
 915,              ,                ,               ,      9618,        5186,       6211,      7845,           0,       5487,              ,                ,               
 916,              ,                ,               ,      9698,        5530,       6038,      7864,           0,       5969,              ,                ,               
 917,              ,                ,               ,      9322,        5255,       6141,      7867,           0,       5875,              ,                ,               
 918,              ,                ,               ,      9505,        5287,       6383,      7889,           0,       5790,              ,                ,               
 919,              ,                ,               ,      9786,        5616,       6178,      7892,           0,       5775,              ,                ,               
 920,              ,                ,               ,      9787,        5751,       6510,      7899,           0,       5950,              ,                ,               
 921,              ,                ,               ,     10329,        6025,       6923,      7921,           0,       5990,              ,                ,               
 922,              ,                ,               ,      9339,        5156,       5870,      7912,           0,       5671,              ,                ,               
 923,              ,                ,               ,      9260,        5112,       6008,      7948,           0,       5993,              ,                ,               
 924,              ,                ,               ,      9807,        5243,       6242,      7938,           0,       5789,              ,                ,               
 925,              ,                ,               ,      9958,        4810,       5800,      7963,           0,       5936,              ,                ,               
 926,              ,                ,               ,     10359,        5087,       6552,      7947,           0,       5929,              ,                ,               
 927,              ,                ,               ,     11182,        6396,       7574,      7973,           0,       5913,              ,                ,               
 928,              ,                ,               ,     12024,        7248,       7910,      7982,           0,       5884,              ,                ,               
 929,              ,                ,               ,     10774,        6329,       6917,      7988,           0,       5696,              ,                ,               
 930,              ,                ,               ,     10053,        5983,       6741,      8010,           0,       5990,              ,                ,               
 931,              ,                ,               ,      9762,        5463,       7021,      8012,           0,       5976,              ,                ,               
 932,              ,                ,               ,     10005,        6009,       6725,      8019,           0,       5677,              ,                ,               
 933,              ,                ,               ,      9390,        5150,       5891,      8027,           0,       5957,              ,                ,               
 934,              ,                ,               ,      8812,        4640,       5738,      8050,           0,       5912,              ,                ,               
 935,              ,                ,               ,      9881,        5050,       6206,      8046,           0,       5599,              ,                ,               
 936,              ,                ,               ,      9535,        4610,       5949,      8056,           0,       5930,              ,                ,               
 937,              ,                ,               ,     10415,        5416,       6911,      8059,           0,       5879,              ,                ,               
 938,              ,                ,               ,     10024,        4869,       5963,      8085,           0,       5606,              ,                ,               
 939,              ,                ,               ,     10545,        6139,      10605,      8101,           0,       6880,              ,                ,               
 940,              ,                ,               ,     10693,        6697,       7503,      8121,           0,       7251,              ,                ,               
 941,              ,                ,               ,     11448,        7335,       7987,      8129,           0,       6670,              ,                ,               
 942,              ,                ,               ,      9748,        5463,       6572,      8129,           0,       5693,              ,                ,               
 943,              ,                ,               ,     11085,        6460,       7680,      8135,           0,       5720,              ,                ,               
 944,              ,                ,               ,     11109,        6894,       7644,      8139,           0,       6321,              ,                ,               
 945,              ,                ,               ,     11021,        6288,       7636,      8153,           0,       6994,              ,                ,               
 946,              ,                ,               ,     10071,        5855,       7022,      8153,           0,       6485,              ,                ,               
 947,              ,                ,               ,     10896,        6651,       7085,      8170,           0,       6483,              ,                ,               
 948,              ,                ,               ,     11198,        7220,       8036,      8184,           0,       6234,              ,                ,               
 949,              ,                ,               ,     10433,        5658,       6480,      8211,           0,       5751,              ,                ,               
 950,              ,                ,               ,      9860,        5183,       6060,      8191,           0,       6322,              ,                ,               
 951,              ,                ,               ,     10296,        6143,       6609,      8218,           0,       5791,              ,                ,               
 952,              ,                ,               ,      9902,        5326,       6470,      8231,           0,       6152,              ,                ,               
 953,              ,                ,               ,     10061,        5297,       6226,      8229,           0,       5825,              ,                ,               
 954,              ,                ,               ,     10208,        5542,       6216,      8242,           0,       5721,              ,                ,               
 955,              ,                ,               ,     10510,        5678,       6726,      8262,           0,       6005,              ,                ,               
 956,              ,                ,               ,      9908,        5102,       6312,      8280,           0,       6060,              ,                ,               
 957,              ,                ,               ,     10489,        5467,       6266,      8294,           0,       6197,              ,                ,               
 958,              ,                ,               ,      9385,        4995,      11733,      8302,           0,      10655,              ,                ,               
 959,              ,                ,               ,     10049,        5376,       6428,      8302,           0,       5867,              ,                ,               
 960,              ,                ,               ,     10427,        6252,       7108,      8318,           0,       6213,              ,                ,               
 961,              ,                ,               ,     10279,        5986,       6962,      8328,           0,       6071,              ,                ,               
 962,              ,                ,               ,     10121,        6245,       6510,      8341,           0,       6332,              ,                ,               
 963,              ,                ,               ,      9965,        6421,       6832,      8339,           0,       5893,              ,                ,               
 964,              ,                ,               ,     10446,        5505,       6509,      8358,           0,       5906,              ,                ,               
 965,              ,                ,               ,     10566,        6389,       6829,      8351,           0,       5916,              ,                ,               
 966,              ,                ,               ,      9735,        5197,       6028,      8366,           0,       5823,              ,                ,               
 967,              ,                ,               ,      9990,        5857,       7227,      8362,           0,       5839,              ,                ,               
 968,              ,                ,               ,      9358,        5041,       6161,      8373,           0,       6921,              ,                ,               
 969,              ,                ,               ,      9647,        5390,       6277,      8394,           0,       5967,              ,                ,               
 970,              ,                ,               ,     10330,        4612,       6203,      8393,           0,       5954,              ,                ,               
 971,              ,                ,               ,     10461,        5585,       6510,      8403,           0,       6069,              ,                ,               
 972,              ,                ,               ,      9898,        5553,       6204,      8408,           0,       5813,              ,                ,               
 973,              ,                ,               ,     10619,        6321,       7027,      8428,           0,       6206,              ,                ,               
 974,              ,                ,               ,     10758,        5694,       6968,      8422,           0,       5927,              ,                ,               
 975,              ,                ,               ,     10430,        5785,       6734,      8452,           0,       5990,              ,                ,               
 976,              ,                ,               ,     10083,        6195,       6526,      8468,           0,       5859,              ,                ,               
 977,              ,                ,               ,     10290,        6556,       7049,      8485,           0,       6554,              ,                ,               
 978,              ,                ,               ,     10353,        5834,       6790,      8464,           0,       5956,              ,                ,               
 979,              ,                ,               ,     10312,        5688,       6402,      8496,           0,       5932,              ,                ,               
 980,              ,                ,               ,     10396,        5761,       6567,      8496,           0,       5942,              ,                ,               
 981,              ,                ,               ,     10436,        6348,       6697,      8517,           0,       5940,              ,                ,               
 982,              ,                ,               ,     10617,        6693,       6840,      8499,           0,       5939,              ,                ,               
 983,              ,                ,               ,     10533,        6679,       6904,      8542,           0,       5937,              ,                ,               
 984,              ,                ,               ,     10447,        5634,       6484,      8553,           0,       6067,              ,                ,               
 985,              ,                ,               ,     10787,        5692,       6703,      8568,           0,       6148,              ,                ,               
 986,              ,                ,               ,     11240,        6095,       6984,      8534,           0,       7694,              ,                ,               
 987,              ,                ,               ,     12253,        7431,      11859,      8582,           0,       6601,              ,                ,               
 988,              ,                ,               ,     11915,        6925,       9208,      8586,           0,       7252,              ,                ,               
 989,              ,                ,               ,     11992,        7080,       7616,      8591,           0,       6287,              ,                ,               
 990,              ,                ,               ,     11274,        5508,       6813,      8597,           0,       5980,              ,                ,               
 991,              ,                ,               ,     10039,        5179,       6078,      8626,           0,       6020,              ,                ,               
 992,              ,                ,               ,     11389,        5695,       7092,      8633,           0,       6112,              ,                ,               
 993,              ,                ,               ,     11329,        5276,       6643,      8647,           0,       6023,              ,                ,               
 994,              ,                ,               ,     10923,        6241,       6914,      8645,           0,       6132,              ,                ,               
 995,              ,                ,               ,     11009,        6222,       6839,      8638,           0,       5959,              ,                ,               
 996,              ,                ,               ,     10515,        6286,       7063,      8642,           0,       6253,              ,                ,               
 997,              ,                ,               ,     10658,        5910,       6567,      8666,           0,       6027,              ,                ,               
 998,              ,                ,               ,     11001,        6575,       6949,      8661,           0,       6009,              ,                ,               
 999,              ,                ,               ,     10764,        6074,       6670,      8684,           0,       5986,              ,                ,               
1000,              ,                ,               ,     10356,        5854,       6440,      8691,           0,       6031,              ,                ,               
