   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time
   0,             0,               0,              3,         0,           0,          2,         0,           0,          1,             0,               0,              1
   1,             1,               0,              7,         0,           0,          1,         0,           0,          0,             0,               0,              0
   2,             2,               0,              4,         1,           2,         63,         1,           0,         10,             3,               0,              6
   3,             4,               1,             22,         2,           2,          8,         3,           0,         12,             7,               1,             11
   4,             5,               1,             17,         5,           6,         13,         5,           0,         15,            12,               1,             14
   5,             9,               4,             15,         6,           4,         11,         7,           0,         16,            18,               2,             13
   6,            12,               6,             13,         8,           8,         10,        11,           0,         14,            25,               2,             15
   7,            17,              10,             16,        13,          10,         14,        13,           0,         16,            33,               4,             20
   8,            21,              13,             19,        13,          12,         14,        16,           0,         18,            42,               5,             23
   9,            27,              18,             24,        19,          17,         20,        20,           0,         23,            52,               6,             27
  10,            29,              19,             26,        24,          24,         24,        24,           0,         39,            63,               7,             57
  11,            31,              20,             46,        33,          34,         52,        28,           0,         46,            75,               8,             56
  12,            34,              22,             36,        35,          36,         56,        31,           0,         58,            88,               8,             79
  13,            35,              22,             53,        47,          49,         81,        35,           0,         63,           102,               8,             91
  14,            43,              29,             58,        35,          31,         58,        38,           0,         61,           117,               9,             90
  15,            52,              37,             75,        42,          30,        105,        42,           0,         70,           133,              11,            114
  16,            63,              47,            169,        44,          28,         57,        46,           0,         89,           150,              13,            113
  17,            79,              62,            122,        54,          31,         64,        50,           0,        253,           168,              12,            124
  18,            92,              74,            214,        51,          30,         45,        54,           0,         59,           187,              16,             97
  19,            97,              78,            133,        63,          41,         72,        61,           0,         94,           207,              16,            155
  20,           111,              91,            280,        74,          36,        119,        65,           0,        124,           228,              17,            206
  21,           129,             108,            229,        86,          57,         70,        66,           0,        145,           250,              18,            205
  22,           132,             110,            192,        85,          65,        164,        74,           0,        174,           273,              18,            213
  23,           133,             110,            298,       107,          88,        347,        77,           0,        139,           297,              18,            299
  24,           155,             131,            262,        88,          40,         97,        80,           0,        131,           322,              19,            222
  25,           177,             152,            316,       104,          68,        126,        88,           0,        137,           348,              16,            247
  26,           190,             164,            314,        92,          60,        124,        93,           0,        153,           375,              20,            298
  27,           214,             187,            340,       125,          70,        157,        97,           0,        154,           403,              21,            275
  28,           236,             208,            354,       127,          64,        166,       101,           0,        224,           432,              24,            395
  29,           251,             222,            411,       113,          63,        128,       108,           0,        107,           462,              26,            239
  30,           267,             237,            493,       103,          65,        142,       112,           0,        144,           493,              27,            258
  31,           276,             245,            611,       116,          95,        154,       117,           0,        150,           525,              27,            306
  32,           287,             255,            360,       122,          96,        126,       120,           0,        117,           558,              29,            235
  33,           313,             280,            291,       133,          86,         98,       125,           0,        111,           592,              30,            271
  34,           343,             309,            320,       187,         103,        123,       131,           0,        117,           627,              27,            252
  35,           374,             339,            356,       163,          86,        107,       136,           0,        119,           663,              31,            493
  36,           386,             350,            431,       156,         100,        113,       145,           0,        130,           700,              32,            281
  37,           415,             378,            391,       160,          89,        112,       146,           0,        130,           738,              32,            292
  38,           438,             400,            413,       155,         100,        109,       155,           0,        134,           777,              32,            306
  39,           458,             419,            429,       151,         110,        114,       163,           0,        138,           817,              35,            322
  40,           483,             443,            462,       178,         105,        122,       167,           0,        144,           858,              37,            344
  41,           514,             473,            530,       208,         132,        147,       172,           0,        148,           900,              37,            349
  42,           536,             494,            508,       162,         117,        123,       173,           0,        151,           943,              36,            393
  43,           574,             531,            583,       199,         131,        174,       183,           0,        163,           987,              39,            377
  44,           581,             537,            558,       233,         151,        320,       193,           0,        221,          1032,              39,            392
  45,           619,             574,            590,       212,         123,        145,       200,           0,        168,          1078,              40,            411
  46,           623,             577,            597,       242,         167,        170,       196,           0,        168,          1125,              41,            642
  47,           657,             610,            618,       217,         127,        149,       201,           0,        189,          1173,              44,            443
  48,           693,             645,            664,       253,         159,        219,       206,           0,        177,          1222,              43,            460
  49,           721,             672,            777,       234,         159,        169,       212,           0,        181,          1272,              40,            508
  50,           736,             686,            780,       235,         172,        174,       222,           0,        192,          1323,              46,            579
  51,           777,             726,            784,       252,         179,        183,       228,           0,        194,          1375,              44,            518
  52,           790,             738,            749,       256,         198,        195,       238,           0,        196,          1428,              46,            583
  53,           792,             739,            782,       305,         242,        224,       237,           0,        198,          1482,              47,            560
  54,           833,             779,            797,       282,         172,        188,       247,           0,        205,          1537,              49,            578
  55,           864,             809,            829,       267,         186,        199,       249,           0,        206,          1593,              51,            599
  56,           883,             827,            901,       266,         191,        324,       252,           0,        308,          1650,              53,            669
  57,           897,             840,            877,       296,         222,        247,       260,           0,        216,          1708,              54,            633
  58,           907,             849,            911,       339,         282,        274,       269,           0,        225,          1767,              55,            721
  59,           948,             889,           1371,       302,         230,        241,       279,           0,        233,          1827,              57,            725
  60,           961,             901,            916,       307,         211,        220,       283,           0,        233,          1888,              57,            785
  61,          1022,             961,           1250,       433,         225,        295,       288,           0,        241,          1950,              55,            715
  62,          1044,             982,           1003,       379,         242,        262,       297,           0,        271,          2013,              58,            776
  63,          1060,             997,           1025,       393,         269,        289,       304,           0,        334,          2077,              59,            821
  64,          1062,             998,           1010,       458,         337,        324,       309,           0,        260,          2142,              60,            823
  65,          1096,            1031,           1055,       379,         245,        255,       315,           0,        260,          2208,              59,           1052
  66,          1106,            1040,           1132,       416,         286,        284,       317,           0,        262,          2275,              64,            890
  67,          1132,            1065,           1111,       402,         281,        279,       326,           0,        267,          2343,              63,            890
  68,          1185,            1117,           1180,       406,         204,        332,       331,           0,        296,          2412,              65,            968
  69,          1186,            1117,           1873,       474,         273,        496,       337,           0,        468,          2482,              65,           1469
  70,          1227,            1157,           1394,       392,         200,        264,       344,           0,        358,          2553,              63,           1072
  71,          1257,            1186,           1435,       393,         264,        342,       355,           0,        460,          2625,              66,           1206
  72,          1307,            1235,           1284,       429,         245,        339,       361,           0,        339,          2698,              67,           1133
  73,          1377,            1304,           1307,       486,         292,        309,       369,           0,        295,          2772,              68,            982
  74,          1408,            1334,           1330,       409,         255,        304,       367,           0,        343,          2847,              70,           1024
  75,          1473,            1398,           1392,       435,         260,        282,       380,           0,        302,          2923,              70,           1031
  76,          1541,            1465,           1454,       428,         223,        258,       387,           0,        303,          3000,              69,           1055
  77,          1572,            1495,           1488,       401,         248,        262,       392,           0,        306,          3078,              73,           1087
  78,          1610,            1532,           1521,       460,         300,        304,       398,           0,        312,          3157,              70,           1107
  79,          1652,            1573,           1756,       421,         253,        274,       404,           0,        319,          3237,              77,           1142
  80,          1709,            1629,           1616,       528,         260,        309,       413,           0,        324,          3318,              79,           1168
  81,          1764,            1683,           1670,       537,         264,        314,       418,           0,        325,          3400,              73,           1196
  82,          1810,            1728,           1714,       449,         239,        277,       420,           0,        329,          3483,              78,           1219
  83,          1854,            1771,           1755,       501,         312,        324,       427,           0,        333,          3567,              77,           1245
  84,          1931,            1847,           1832,       530,         310,        332,       428,           0,        337,          3652,              81,           1324
  85,          1978,            1893,           2468,       481,         314,        342,       439,           0,        522,          3738,              83,           1564
  86,          1987,            1901,           1884,       507,         352,        342,       454,           0,        355,          3825,              81,           1332
  87,          2067,            1980,           1960,       546,         310,        339,       464,           0,        358,          3913,              84,           1366
  88,          2117,            2029,           2004,       574,         358,        368,       472,           0,        361,          4002,              83,           1392
  89,          2171,            2082,           2092,       511,         272,        364,       479,           0,        374,          4092,              84,           1466
  90,          2225,            2135,           2281,       542,         289,        352,       486,           0,        385,          4183,              89,           1540
  91,          2269,            2178,           2949,       581,         390,        403,       485,           0,        549,          4275,              86,           2583
  92,          2328,            2236,           3884,       613,         349,        691,       488,           0,        643,          4368,              90,           2721
  93,          2335,            2242,           2725,       585,         380,        433,       493,           0,        390,          4462,              92,           1880
  94,          2429,            2335,           2759,       719,         312,        454,       499,           0,        394,          4557,              91,           1673
  95,          2507,            2412,           2479,       595,         288,        353,       503,           0,        392,          4653,              90,           1610
  96,          2521,            2425,           2450,       707,         376,        422,       509,           0,        396,          4750,              91,           1692
  97,          2579,            2482,           2515,       574,         280,        345,       516,           0,        401,          4848,              92,           1672
  98,          2581,            2483,           2470,       667,         377,        418,       525,           0,        406,          4947,              93,           1703
  99,          2636,            2537,           2498,       722,         424,        460,       539,           0,        412,          5047,              91,           1787
 100,          2663,            2563,           2540,       631,         375,        401,       545,           0,        417,          5148,              95,           1795
 101,          2743,            2642,           2887,       710,         448,        459,       549,           0,        427,          5250,              94,           1868
 102,          2811,            2709,           2947,       621,         336,        489,       562,           0,        487,          5353,              99,           1948
 103,          2815,            2712,           3979,       700,         431,        792,       571,           0,        846,          5457,             100,           2212
 104,          2919,            2815,           2845,       873,         426,        500,       577,           0,        446,          5562,              97,           1900
 105,          2932,            2827,           3208,       839,         439,        496,       586,           0,        558,          5668,              99,           1996
 106,          3014,            2908,           3076,       675,         335,        406,       584,           0,        452,          5775,             100,           2310
 107,          3019,            2912,           2916,       761,         454,        478,       596,           0,        458,          5883,             104,           2014
 108,          3024,            2916,           2886,       864,         560,        553,       601,           0,        458,          5992,             104,           2043
 109,          3119,            3010,           2972,       689,         328,        405,       607,           0,        459,          6102,             102,           2090
 110,          3131,            3021,           2998,       798,         518,        514,       603,           0,        464,          6213,             103,           2192
 111,          3221,            3110,           3077,       725,         383,        436,       605,           0,        468,          6325,             108,           2155
 112,          3250,            3138,           3094,       790,         485,        497,       613,           0,        472,          6438,             106,           2188
 113,          3352,            3239,           3190,       843,         470,        512,       617,           0,        472,          6552,             107,           2223
 114,          3413,            3299,           3243,       734,         436,        464,       638,           0,        482,          6667,             107,           2259
 115,          3517,            3402,           3347,       805,         451,        488,       647,           0,        489,          6783,             106,           2297
 116,          3570,            3454,           3442,       732,         442,        472,       655,           0,        493,          6900,             108,           2332
 117,          3675,            3558,           3499,       832,         463,        502,       663,           0,        499,          7018,             112,           2379
 118,          3690,            3572,           3513,       841,         544,        538,       675,           0,        509,          7137,             116,           2453
 119,          3742,            3623,           3584,       709,         418,        454,       676,           0,        511,          7257,             115,           2458
 120,          3837,            3717,           3677,       803,         447,        493,       683,           0,        514,          7378,             113,           2496
 121,          3887,            3766,           3704,       772,         421,        470,       690,           0,        521,          7500,             114,           2535
 122,          3912,            3790,           3727,       836,         553,        547,       694,           0,        572,          7623,             116,           2764
 123,          3919,            3796,           5548,       919,         652,        623,       708,           0,       1027,          7747,             116,           4233
 124,          4004,            3880,           6760,       817,         436,        917,       715,           0,        947,          7872,             118,           4695
 125,          4082,            3957,           7700,       804,         482,       1024,       721,           0,        906,          7998,             121,           4130
 126,          4134,            4008,           5239,       781,         509,        941,       729,           0,        672,          8125,             120,           2750
 127,          4197,            4070,           4784,       837,         532,        771,       735,           0,        948,          8253,             124,           3242
 128,          4311,            4183,           4986,       866,         568,        766,       742,           0,        634,          8382,             121,           3365
 129,          4389,            4260,           5068,       817,         506,        752,       750,           0,        949,          8512,             124,           4618
 130,          4502,            4372,           7313,       869,         426,        520,       752,           0,        581,          8643,             128,           3047
 131,          4621,            4490,           4718,      1045,         612,        642,       755,           0,        612,          8775,             126,           3005
 132,          4733,            4601,           6513,       945,         435,        970,       764,           0,        586,          8908,             127,           3162
 133,          4840,            4707,           5405,       879,         535,        567,       773,           0,        602,          9042,             127,           3886
 134,          4865,            4731,           9054,       960,         552,        604,       780,           0,        607,          9177,             129,           4969
 135,          4946,            4811,           8457,       910,         596,        607,       789,           0,        605,          9313,             133,           3585
 136,          5038,            4902,           5483,       915,         577,        605,       793,           0,        614,          9450,             132,           4441
 137,          5157,            5020,           5145,       969,         579,        624,       804,           0,        623,          9588,             134,           4061
 138,          5233,            5095,           5156,       894,         543,       1074,       811,           0,        624,          9727,             133,           4771
 139,          5246,            5107,           5143,       976,         578,        640,       818,           0,        641,          9867,             135,           4847
 140,          5274,            5134,           5652,       937,         565,        612,       823,           0,        754,         10008,             134,           5621
 141,          5356,            5215,           8947,       918,         477,       1000,       830,           0,       1061,         10150,             137,           7003
 142,          5372,            5230,           7097,      1044,         688,        713,       844,           0,       1690,         10293,             136,           6695
 143,          5497,            5354,           8881,      1059,         570,        864,       857,           0,       1055,         10437,             138,           5040
 144,          5607,            5463,           8645,       945,         554,       1158,       866,           0,        993,         10582,             139,           4936
 145,          5661,            5516,           8497,      1017,         584,        918,       872,           0,        772,         10728,             140,           4026
 146,          5762,            5616,           5514,      1006,         646,        657,       882,           0,        666,         10875,             140,           3682
 147,          5886,            5739,           5684,       954,         507,        584,       874,           0,        663,         11023,             143,           3818
 148,          5958,            5810,           8720,      1035,         611,        663,       886,           0,        679,         11172,             142,           3871
 149,          6054,            5905,           6019,       995,         663,        682,       884,           0,        684,         11322,             145,           4008
 150,          6192,            6042,           6271,      1103,         620,        699,       897,           0,        696,         11473,             146,           3961
 151,          6266,            6115,           6189,      1067,         614,        691,       912,           0,        688,         11625,             141,           3903
 152,          6287,            6135,           6494,      1102,         694,        759,       923,           0,       1224,         11778,             145,           5889
 153,          6409,            6256,          11016,      1053,         585,       1163,       930,           0,       1189,         11932,             148,           5349
 154,          6418,            6264,           9297,      1208,         642,       1339,       931,           0,       1139,         12087,             148,           6573
 155,          6498,            6343,           8972,      1087,         676,       1054,       946,           0,       1212,         12243,             147,           6866
 156,          6623,            6467,          11299,      1120,         622,       1191,       953,           0,       1312,         12400,             151,           5851
 157,          6661,            6504,           6368,      1108,         685,        710,       958,           0,        722,         12558,             154,           4238
 158,          6665,            6507,           6425,      1282,         837,        826,       967,           0,        726,         12717,             155,           4776
 159,          6783,            6624,           6493,      1110,         642,        692,       976,           0,        733,         12877,             156,           4315
 160,          6817,            6657,           6518,      1204,         803,        786,       985,           0,        738,         13038,             153,           4336
 161,          6907,            6746,           6608,      1093,         727,        718,       992,           0,        737,         13200,             152,           4392
 162,          7027,            6865,           6729,      1105,         671,        699,      1000,           0,        745,         13363,             157,           4446
 163,          7094,            6931,           6845,      1189,         811,        793,      1005,           0,        754,         13527,             155,           4532
 164,          7136,            6972,           7171,      1184,         874,        810,      1006,           0,        759,         13692,             156,           4559
 165,          7150,            6985,           7061,      1275,         978,        881,      1015,           0,        763,         13858,             161,           4609
 166,          7159,            6993,           6882,      1411,        1133,        988,      1021,           0,        759,         14025,             161,           4665
 167,          7251,            7084,           6992,      1152,         754,        756,      1021,           0,        767,         14193,             166,           4739
 168,          7355,            7187,           7066,      1237,         813,        802,      1031,           0,        768,         14362,             163,           4786
 169,          7478,            7309,           7158,      1382,         777,        833,      1039,           0,        775,         14532,             165,           5257
 170,          7602,            7432,           9350,      1376,         810,        851,      1054,           0,        792,         14703,             166,           4913
 171,          7716,            7545,          10848,      1302,         895,       1729,      1064,           0,        802,         14875,             165,           5865
 172,          7888,            7716,          12533,      1518,         660,        834,      1068,           0,        808,         15048,             168,           5234
 173,          7996,            7823,          10694,      1322,         776,        816,      1078,           0,        864,         15222,             159,           6479
 174,          8017,            7843,          11660,      1473,         905,       1788,      1086,           0,       1004,         15397,             165,           5660
 175,          8103,            7928,          27750,      1335,         785,      12293,      1103,           0,       1597,         15573,             172,           9360
 176,          8260,            8084,          14130,      1392,         833,       1588,      1112,           0,       1712,         15750,             172,          10806
 177,          8351,            8174,          38227,      1353,         700,       4822,      1118,           0,       1524,         15928,             172,           8043
 178,          8440,            8262,          10863,      1340,         703,        939,      1129,           0,       1243,         16107,             176,           5950
 179,          8613,            8434,           8627,      1408,         751,        872,      1135,           0,        864,         16287,             170,           5713
 180,          8686,            8506,           8817,      1420,         848,        899,      1142,           0,        857,         16468,             170,           6196
 181,          8814,            8633,           8801,      1326,         791,        994,      1146,           0,        863,         16650,             177,           5611
 182,          8959,            8777,           8588,      1354,         577,        753,      1148,           0,        850,         16833,             175,           5652
 183,          9105,            8922,          11584,      1481,         745,       1018,      1150,           0,       1613,         17017,             178,           9706
 184,          9142,            8958,           9327,      1358,         798,        994,      1155,           0,        908,         17202,             176,           5735
 185,          9173,            8988,           9154,      1503,         944,        985,      1165,           0,        903,         17388,             178,           6142
 186,          9302,            9116,           9025,      1424,         931,        916,      1172,           0,        872,         17575,             178,           5804
 187,          9479,            9292,           9086,      1698,        1057,       1135,      1177,           0,        870,         17763,             182,           5900
 188,          9612,            9424,           9238,      1296,         662,        769,      1181,           0,        876,         17952,             184,           5973
 189,          9740,            9551,           9696,      1334,         699,        803,      1191,           0,        890,         18142,             185,           6120
 190,          9790,            9600,           9422,      1443,         848,        895,      1194,           0,        887,         18333,             184,           6125
 191,          9820,            9629,          12711,      1553,        1007,       1665,      1203,           0,       1439,         18525,             185,           6563
 192,          9875,            9683,           9541,      1449,         806,        880,      1210,           0,        899,         18718,             185,           6357
 193,          9917,            9724,           9797,      1479,         983,       1104,      1219,           0,       1589,         18912,             190,           8918
 194,         10076,            9882,          13039,      1560,         942,       1689,      1226,           0,       1698,         19107,             184,           8673
 195,         10112,            9917,          13063,      1521,         862,        963,      1240,           0,        921,         19303,             187,           7282
 196,         10216,           10020,          12413,      1444,         922,       1165,      1245,           0,       1116,         19500,             188,           6698
 197,         10277,           10080,          10329,      1453,         976,        995,      1254,           0,       1110,         19698,             192,           8440
 198,         10348,           10150,          10104,      1464,         893,        929,      1263,           0,        936,         19897,             192,           6591
 199,         10396,           10197,          10050,      1490,         994,        976,      1267,           0,        938,         20097,             193,           6685
 200,         10400,           10200,          10251,      1673,        1207,       1116,      1283,           0,        947,         20298,             194,           8050
 201,         10542,           10341,          11406,      1514,        1034,        997,      1286,           0,        962,         20500,             195,           6769
 202,         10651,           10449,          10376,      1532,         973,        978,      1295,           0,        956,         20703,             195,           6928
 203,         10683,           10480,          10320,      1529,        1008,        994,      1316,           0,        970,         20907,             196,           6887
 204,         10795,           10591,          10374,      1586,        1033,       1041,      1310,           0,        968,         21112,             201,           7006
 205,         10957,           10752,          10646,      1565,         889,       1034,      1317,           0,        994,         21318,             200,           8673
 206,         10988,           10782,          12142,      1615,        1024,       1027,      1343,           0,        989,         21525,             200,           9444
 207,         11017,           10810,          10893,      1785,        1173,       1137,      1337,           0,        986,         21733,             202,           7189
 208,         11165,           10957,          11223,      1783,        1018,       1083,      1342,           0,        989,         21942,             205,           7611
 209,         11348,           11139,          11343,      1738,        1013,       1112,      1354,           0,       1025,         22152,             205,           7726
 210,         11496,           11286,          11605,      1516,         884,        949,      1363,           0,       1253,         22363,             206,           7612
 211,         11627,           11416,          11732,      1450,         786,        888,      1368,           0,       1011,         22575,             204,           7807
 212,         11811,           11599,          14781,      1648,         923,       1837,      1376,           0,       1397,         22788,             207,           8377
 213,         11973,           11760,          14785,      1589,         904,        989,      1379,           0,       1057,         23002,             206,           8666
 214,         12045,           11831,          13197,      1582,        1045,       1172,      1404,           0,       1060,         23217,             209,           8359
 215,         12072,           11857,          15405,      1673,        1088,       1079,      1412,           0,       2419,         23433,             209,           9948
 216,         12075,           11859,          15777,      1862,        1289,       1255,      1412,           0,       1415,         23650,             211,          30216
 217,         12088,           11871,          15931,      1847,        1280,       1228,      1417,           0,       1319,         23868,             213,          27493
 218,         12123,           11905,          26055,      1710,        1130,       2894,      1418,           0,       1770,         24087,             213,          13801
 219,         12157,           11938,          16904,      1897,        1330,       1500,      1420,           0,       1352,         24307,             214,           9614
 220,         12202,           11982,          13433,      1727,        1091,       1158,      1425,           0,       1052,         24528,             216,           8570
 221,         12401,           12180,          14225,      2093,        1346,       1320,      1431,           0,       1052,         24750,             214,           8158
 222,         12473,           12251,          12094,      1865,        1119,       1148,      1449,           0,       1127,         24973,             215,           8386
 223,         12596,           12373,          12569,      1696,         836,        982,      1454,           0,       1079,         25197,             213,           8427
 224,         12638,           12414,          12253,      1754,        1118,       1307,      1461,           0,       1075,         25422,             214,           8365
 225,         12678,           12453,          12238,      1928,        1330,       1262,      1469,           0,       1073,         25648,             215,           8571
 226,         12784,           12558,          14376,      1788,         987,       1214,      1470,           0,       1256,         25875,             216,           9839
 227,         12931,           12704,          13484,      1755,         982,       1135,      1493,           0,       1754,         26103,             220,           9000
 228,         12977,           12749,          13890,      1747,        1035,       1372,      1499,           0,       1100,         26332,             221,           9110
 229,         13101,           12872,          13475,      1746,        1063,       1166,      1505,           0,       1106,         26562,             222,           8804
 230,         13132,           12902,          13000,      1943,        1365,       1279,      1517,           0,       1111,         26793,             224,           8969
 231,         13210,           12979,          13433,      1804,        1219,       1177,      1537,           0,       1123,         27025,             223,           9123
 232,         13346,           13114,          13513,      1947,        1097,       1220,      1537,           0,       1718,         27258,             226,           9650
 233,         13461,           13228,          14687,      1983,        1080,       1307,      1549,           0,       1216,         27492,             228,           9526
 234,         13585,           13351,          19848,      2065,        1336,       1317,      1549,           0,       1213,         27727,             227,           9881
 235,         13744,           13509,          14759,      1727,         918,       2124,      1568,           0,       2163,         27963,             231,          13468
 236,         13933,           13697,          15562,      1884,         931,       4788,      1564,           0,       2001,         28200,             231,          17587
 237,         14019,           13782,          68380,      1740,         971,       1756,      1579,           0,       2241,         28438,             230,          17923
 238,         14035,           13797,          14224,      1951,        1121,       1349,      1583,           0,       1159,         28677,             231,           9651
 239,         14202,           13963,          15164,      2020,        1062,       1188,      1597,           0,       1168,         28917,             235,           9660
 240,         14203,           13963,          13724,      2259,        1302,       1357,      1605,           0,       1293,         29158,             235,           9587
 241,         14368,           14127,          14146,      2067,        1157,       1252,      1613,           0,       1245,         29400,             237,           9945
 242,         14384,           14142,          14411,      2063,        1313,       1309,      1610,           0,       1178,         29643,             238,           9869
 243,         14615,           14372,          14156,      2062,        1150,       1240,      1621,           0,       1183,         29887,             238,           9928
 244,         14715,           14471,          14280,      2112,        1175,       1258,      1623,           0,       1188,         30132,             239,          10537
 245,         14952,           14707,          14747,      2074,         989,       1176,      1635,           0,       1198,         30378,             241,          10025
 246,         15110,           14864,          14597,      2048,        1024,       1180,      1652,           0,       1201,         30625,             238,          10138
 247,         15312,           15065,          15089,      2276,        1224,       1332,      1660,           0,       1210,         30873,             243,          10173
 248,         15417,           15169,          15027,      1839,        1134,       1166,      1669,           0,       1428,         31122,             243,          10537
 249,         15482,           15233,          19082,      1930,        1216,       1571,      1676,           0,       1259,         31372,             245,          10983
 250,         15495,           15245,          15388,      2101,        1389,       1357,      1675,           0,       1225,         31623,             247,          10380
 251,         15508,           15257,          15302,      2345,        1635,       1557,      1694,           0,       1293,         31875,             245,          10897
 252,         15626,           15374,          15332,      2088,        1376,       1345,      1693,           0,       1315,         32128,             248,          10974
 253,         15774,           15521,          16090,      1991,        1168,       1330,      1706,           0,       1250,         32382,             247,          11070
 254,         15807,           15553,          15547,      1967,        1260,       1262,      1708,           0,       1317,         32637,             249,          10761
 255,         15938,           15683,          15452,      1890,        1174,       1197,      1726,           0,       1252,         32893,             251,          10858
 256,         16188,           15932,          15779,      2551,        1010,       1353,      1734,           0,       1258,         33150,             254,          10895
 257,         16413,           16156,          16000,      2138,        1122,       1256,      1743,           0,       1270,         33408,             252,          10907
 258,         16670,           16412,          16102,      2217,        1046,       1251,      1739,           0,       1298,         33667,             248,          11404
 259,         16801,           16542,          16347,      2033,        1046,       1198,      1749,           0,       1312,         33927,             252,          11904
 260,         16859,           16599,          16365,      2297,        1376,       1400,      1749,           0,       1405,         34188,             253,          11626
 261,         17118,           16857,          16726,      2505,        1226,       1425,      1767,           0,       1565,         34450,             257,          11737
 262,         17347,           17085,          17784,      2764,        1418,       1621,      1771,           0,       1313,         34713,             257,          11433
 263,         17602,           17339,          17827,      2478,        1085,       1351,      1789,           0,       1334,         34977,             257,          11512
 264,         17808,           17544,          17833,      2305,        1288,       1384,      1799,           0,       1312,         35242,             256,          12153
 265,         17881,           17616,          17438,      2103,        1198,       1286,      1803,           0,       1317,         35508,             256,          11902
 266,         17930,           17664,          17452,      2171,        1360,       1369,      1809,           0,       1391,         35775,             260,          12127
 267,         18052,           17785,          17556,      2023,        1113,       1229,      1811,           0,       1357,         36043,             257,          11945
 268,         18264,           17996,          18019,      2265,        1251,       1514,      1821,           0,       1374,         36312,             264,          13693
 269,         18355,           18086,          18234,      2135,        1121,       1268,      1831,           0,       1339,         36582,             264,          12114
 270,         18515,           18245,          21026,      2023,        1112,       1232,      1841,           0,       1342,         36853,             265,          12297
 271,         18692,           18421,          18122,      2039,        1119,       1287,      1848,           0,       1349,         37125,             267,          12679
 272,         18954,           18682,          18507,      2438,        1388,       1467,      1860,           0,       1398,         37398,             264,          12395
 273,         18993,           18720,          18363,      2340,        1298,       1399,      1865,           0,       1365,         37672,             268,          12436
 274,         19053,           18779,          19999,      2261,        1312,       1384,      1878,           0,       1378,         37947,             267,          12672
 275,         19151,           18876,          24410,      2286,        1141,       1452,      1889,           0,       1438,         38223,             266,          13656
 276,         19343,           19067,          19667,      2112,        1123,       1267,      1896,           0,       1415,         38500,             271,          13443
 277,         19448,           19171,          18882,      2196,        1218,       1502,      1891,           0,       1518,         38778,             271,          12908
 278,         19469,           19191,          19007,      2329,        1466,       1471,      1903,           0,       1390,         39057,             273,          13208
 279,         19528,           19249,          19340,      2293,        1387,       1462,      1914,           0,       1607,         39337,             271,          13083
 280,         19678,           19398,          21503,      2259,        1464,       2292,      1917,           0,       2429,         39618,             274,          13563
 281,         19792,           19511,          19665,      2269,        1451,       1459,      1932,           0,       1451,         39900,             275,          13337
 282,         20028,           19746,          20797,      2373,        1133,       1374,      1938,           0,       1414,         40183,             276,          13622
 283,         20123,           19840,          19654,      2203,        1174,       1329,      1951,           0,       1419,         40467,             276,          13577
 284,         20319,           20035,          19707,      2217,        1162,       1355,      1960,           0,       1471,         40752,             277,          13466
 285,         20325,           20040,          19836,      2411,        1452,       1503,      1969,           0,       1434,         41038,             278,          13596
 286,         20578,           20292,          20075,      2678,        1165,       1481,      1992,           0,       1448,         41325,             278,          13635
 287,         20587,           20300,          20045,      2921,        1422,       1715,      1995,           0,       1449,         41613,             284,          15043
 288,         20608,           20320,          29552,      2787,        1349,       3176,      2001,           0,       2625,         41902,             282,          30462
 289,         20729,           20440,          36410,      2269,        1288,       6206,      2006,           0,       1579,         42192,             284,          58822
 290,         20934,           20644,          34682,      2275,        1342,       1410,      2016,           0,       1469,         42483,             282,          19935
 291,         21157,           20866,          40110,      2655,        1420,       3453,      2023,           0,       1663,         42775,             286,          24708
 292,         21415,           21123,          40040,      2898,        1307,       2557,      2044,           0,       1975,         43068,             287,          15981
 293,         21687,           21394,          21629,      2716,        1296,       1664,      2048,           0,       1490,         43362,             286,          14539
 294,         21848,           21554,          21776,      2356,        1402,       1474,      2042,           0,       1493,         43657,             290,          14518
 295,         21894,           21599,          21358,      2496,        1614,       1705,      2049,           0,       1491,         43953,             291,          14854
 296,         22055,           21759,          25060,      2668,        1582,       1657,      2057,           0,       1732,         44250,             287,          15227
 297,         22118,           21821,          21503,      2644,        1645,       1723,      2063,           0,       1560,         44548,             287,          15110
 298,         22286,           21988,          22014,      2455,        1380,       1492,      2061,           0,       1503,         44847,             294,          16185
 299,         22524,           22225,          23184,      2403,        1335,       1461,      2081,           0,       1514,         45147,             291,          15575
 300,         22665,           22365,          22674,      2337,        1416,       1494,      2094,           0,       1563,         45448,             299,          15398
 301,         22842,           22541,          22210,      2412,        1444,       1508,      2094,           0,       1523,         45750,             297,          15702
 302,         23005,           22703,          31129,      2474,        1487,       1568,      2116,           0,       1533,         46053,             297,          15418
 303,         23239,           22936,          23096,      2698,        1311,       2002,      2123,           0,       1948,         46357,             298,          18007
 304,         23505,           23201,          29284,      2619,        1447,       2134,      2136,           0,       1585,         46662,             295,          16674
 305,         23721,           23416,          23939,      2525,        1414,       1538,      2143,           0,       1586,         46968,             300,          15772
 306,         23840,           23534,          27122,      2435,        1539,       2846,      2148,           0,       2684,         47275,             302,          28245
 307,         23873,           23566,          46820,      2592,        1705,       6027,      2158,           0,       2774,         47583,             304,          29897
